-1.0,-1.0,1.958278876974845,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,
-1.0,-1.0,1.9508186458302597,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.4337188657090076,
-1.0,1.9130796793824205,1.926930991141093,2.190223979871263,2.2250777004350146,2.016306424814135,-1.0,-1.0,-1.0,-1.0,1.4134581797731471,
2.0813069154845882,1.9623266638996564,2.0481129810676766,2.1980230318870415,2.2454489838023193,2.1298362065666376,2.2577421015601233,-1.0,2.338152869609327,-1.0,1.4708124854839244,
2.0999147524044766,1.9341680086323512,2.0678350530157985,2.192376558321504,2.267921505826984,2.156258271653458,2.2971788829350768,-1.0,2.4078601174010927,-1.0,1.4757196214495452,
2.0141239998242564,1.862962091114399,2.0354650908333403,1.9383411144491107,2.2289301545928213,2.0312132958290157,2.337362754364656,1.5970018498579874,2.5346106636820593,-1.0,1.5612289836949225,
1.8414334943351442,1.798594408658439,1.5954057995500757,1.618359964103291,2.1451410756770537,1.9113484556286557,2.0075398684672994,1.4177529480667375,2.4055554004353006,1.7522611397724612,1.762375882992129,
1.690103184392258,1.6923618233058975,1.3559890466505935,1.356779385062177,2.1055384780604696,1.8400068649416774,1.7852980075077218,1.4678335914396239,2.167959853955022,1.5920680165318404,1.5371967764675583,
1.4664410292736945,1.416316307400255,1.1983049074372134,1.1729915213707656,1.9654603034211406,1.3966900680323133,1.696500309346184,1.4512110536960974,1.8958841977181586,1.4343633142171972,1.0366883100976192,
1.3100925845775682,1.0775838814378373,1.1389426781084293,1.0550777341557598,1.6004831882362474,1.2321739355193297,1.7423842813092965,1.4640923319951396,1.6385421867632093,1.2284313672209868,0.9232142610294469,
1.2828027047439539,1.0175853369078902,1.1852545511782686,1.047056364792155,1.4618149979543966,1.1080210102951937,1.8370163941005055,1.5256665316656826,1.4460858964656647,1.2750723872863772,0.9244535767934055,
1.3231218711473058,1.0689162866779183,1.304570654999756,1.0004999399081658,1.4130082432085949,1.0135934258232722,1.7378817879524544,1.5912562108091246,1.3279771008366679,1.6215378995088996,1.1519771617482053,
1.4038619667930174,1.404747774734749,1.5297569665764519,1.1852673801815865,1.4590158094334778,1.0183854054363828,1.7112343856421812,1.6266829538629024,1.2645827719194924,1.6299437819889497,1.2090024381540017,
1.4317739661932705,1.4500733170596376,1.4336584090653715,1.2772456174866467,1.8092309758972276,1.094160836356141,1.6939789857058407,1.5494845319129549,1.2117437322553644,1.628405892430585,1.1697573637629375,
1.578894782255133,1.7236868166701746,1.4307299623315226,1.820435217535343,2.086034701892311,1.190931286823534,1.7622530430853807,1.5906425580119021,1.261472612178267,1.7477436141773166,1.1750180098455758,
1.693026594902364,1.7306760007403843,1.4633233628949365,1.6811334019904554,2.2405054443272245,1.5977095646667976,1.7790913692542107,1.6327336557534442,1.407908551106494,1.8284000003949046,1.5687845978947859,
1.6756855346270065,1.8112404210453674,1.5649855788581932,1.455710372563776,1.8329221109433955,1.447253752881067,1.7421198091838594,1.7501559991161575,1.462308686808626,1.9358298227112833,1.7543287921583366,
1.7757109591124092,1.837840723532359,1.9013399599552299,1.4711153416262015,1.735961217297093,1.365574262580483,1.9174085619383205,1.9109325294868695,1.7283025239435859,2.061429413508171,1.8272050572557788,
1.86229033953685,1.825052725327114,2.1377651269515763,1.5170365074200627,1.722519462363923,1.3396272188549683,2.1008720785408324,2.2262227106348655,1.7689924368772096,2.159946902680214,1.8248682257177313,
1.899041173526853,1.776753889427258,2.2028965069353497,1.6142093279358682,1.793722055622265,1.3711316468086159,2.2095134304079833,2.1740305942942983,1.78470079766826,2.1719541875197725,1.8914992986488597,
1.9347921498016052,1.699216201961147,2.221501495766179,1.6745108750606088,1.8505998064740445,1.5067127419298052,2.2330157175273646,2.1528196278200813,1.912401145876694,2.3445303969754807,1.7526134886246425,
1.8943703423185911,1.6171741588023816,2.04731669114466,1.6784463132477232,1.7184219404977006,1.6925417234395772,1.981785553068239,2.157092699268202,2.0215434150744542,2.334819664328469,1.694561264314504,
1.8366272943629969,1.5220951674185612,1.9274649993774065,1.6500021557133737,1.6552412740656381,1.7422733210215415,1.871183127655611,2.0695418999384376,2.0646207534558183,2.152831137374374,1.7110191076092083,
1.7853716226457415,1.4693259562890078,1.8784013488601599,1.7085342351246873,1.6684330423278129,1.7065605072055352,1.839830965938605,1.8835862505196663,1.999550357046705,2.0218598551878335,1.6776337079573997,
1.8272385862179878,1.507202947507149,1.8564823143241072,1.8490376360769665,1.7495692781392147,1.7562164447987667,1.8901421972721535,1.8771179262851707,2.010158436551964,1.9500515195294257,1.8264071616949609,
1.9236757136363067,1.644004010618665,1.8900890289546892,2.018186798952068,1.8997479617256425,1.8871244475968936,2.0182891879451574,1.9510006823447628,2.040328848515302,1.9564924782107458,1.9314936914991419,
