83	154	1.7012475	244
19	65	1.7095728	245
97	159	1.8534526	246
92	133	1.8612441	247
165	181	1.8670276	248
101	240	1.9131055	249
103	105	1.9466776	250
96	182	1.9537272	251
46	78	1.9619104	252
55	246	1.9755399	253
8	17	1.9867586	254
119	150	1.9972587	255
175	228	1.9990578	256
10	18	2.00625	257
47	233	2.0115638	258
134	194	2.0362763	259
52	66	2.0463352	260
185	206	2.0478892	261
56	58	2.048405	262
151	213	2.0537815	263
163	198	2.057753	264
95	211	2.0622344	265
59	82	2.0628023	266
24	37	2.085933	267
27	31	2.0863423	268
64	199	2.0898764	269
54	61	2.1001382	270
50	63	2.101385	271
14	34	2.1021996	272
137	157	2.102801	273
23	110	2.1102333	274
84	234	2.1372845	275
135	156	2.1372888	276
121	128	2.1377451	277
148	222	2.1442032	278
126	152	2.1542926	279
162	215	2.156316	280
4	12	2.161071	281
143	164	2.1864638	282
220	255	2.186473	283
2	67	2.1865036	284
87	208	2.1909847	285
42	231	2.1954942	286
41	60	2.1976128	287
116	155	2.2101095	288
124	130	2.220415	289
178	205	2.223804	290
36	245	2.2299504	291
69	260	2.236803	292
6	13	2.24721	293
153	177	2.2641435	294
107	227	2.2709463	295
53	286	2.279675	296
40	70	2.2841718	297
68	188	2.2947137	298
106	214	2.2963696	299
171	269	2.3032742	300
127	161	2.3081262	301
90	224	2.308391	302
29	48	2.3090873	303
201	241	2.3411987	304
180	193	2.3452575	305
79	186	2.349908	306
204	225	2.3621707	307
80	89	2.3656256	308
76	88	2.3656378	309
243	250	2.3720624	310
74	85	2.3908575	311
109	117	2.3919432	312
226	294	2.40003	313
38	98	2.4155474	314
158	263	2.4181023	315
51	123	2.422938	316
129	166	2.4326656	317
172	270	2.4334624	318
16	21	2.435956	319
86	118	2.5100155	320
113	184	2.529625	321
22	26	2.5785582	322
35	44	2.6138237	323
45	111	2.6151178	324
112	147	2.6196785	325
145	160	2.6208577	326
131	238	2.6256645	327
3	216	2.6430895	328
81	267	2.657609	329
99	203	2.6616943	330
7	272	2.6655116	331
102	207	2.6847398	332
15	274	2.6869779	333
138	239	2.6961932	334
75	283	2.7203064	335
5	11	2.7213922	336
209	229	2.7758136	337
25	284	2.7789893	338
176	257	2.838051	339
104	295	2.8812618	340
262	292	2.8861008	341
71	306	2.8862624	342
73	291	2.8974583	343
62	77	2.8982396	344
139	223	2.9222355	345
108	140	2.9473162	346
20	49	3.0234084	347
266	318	3.0740125	348
212	219	3.0977087	349
114	337	3.1031156	350
249	304	3.1635735	351
298	335	3.1755173	352
1	72	3.1766217	353
93	251	3.2483284	354
196	299	3.2868872	355
141	288	3.2996588	356
308	341	3.3041673	357
210	289	3.3175464	358
258	265	3.32846	359
125	311	3.346692	360
281	328	3.3642113	361
197	320	3.366209	362
242	279	3.4000897	363
94	195	3.4195013	364
230	301	3.4633474	365
136	296	3.4709966	366
168	221	3.4722674	367
