Tunnel cluster ID, Priority, Average throughput, Standard deviation
1, 0.4196578121127556, 0.4196578121127556, 0.0, 
2, 0.36304053609496967, 0.36304053609496967, 0.0, 
3, 0.3563631650722655, 0.3563631650722655, 0.0, 
4, 0.34323997331662914, 0.34323997331662914, 0.0, 
5, 0.3100796171410046, 0.3100796171410046, 0.0, 
6, 0.30071174650845517, 0.30071174650845517, 0.0, 
7, 0.2673999549605692, 0.2673999549605692, 0.0, 
8, 0.2620783546203639, 0.2620783546203639, 0.0, 
9, 0.25659177349022727, 0.25659177349022727, 0.0, 
10, 0.2532166581693754, 0.2532166581693754, 0.0, 
11, 0.25296156857215996, 0.25296156857215996, 0.0, 
12, 0.2482239835673225, 0.2482239835673225, 0.0, 
13, 0.214424497127354, 0.214424497127354, 0.0, 
14, 0.201109036345329, 0.201109036345329, 0.0, 
15, 0.19496018726793418, 0.19496018726793418, 0.0, 
16, 0.18957807085725054, 0.18957807085725054, 0.0, 
17, 0.18852554455336393, 0.18852554455336393, 0.0, 
18, 0.179209700973208, 0.179209700973208, 0.0, 
19, 0.17706412673913857, 0.17706412673913857, 0.0, 
20, 0.1751074340570582, 0.1751074340570582, 0.0, 
21, 0.17074208792941908, 0.17074208792941908, 0.0, 
22, 0.13946478211112934, 0.13946478211112934, 0.0, 
23, 0.128719463217827, 0.128719463217827, 0.0, 
24, 0.12712863427365825, 0.12712863427365825, 0.0, 
25, 0.12259506436730569, 0.12259506436730569, 0.0, 
26, 0.12153321874134325, 0.12153321874134325, 0.0, 
27, 0.11705005372308612, 0.11705005372308612, 0.0, 
28, 0.113005233031098, 0.113005233031098, 0.0, 
29, 0.10832839940791246, 0.10832839940791246, 0.0, 
30, 0.10404842444271366, 0.10404842444271366, 0.0, 
31, 0.09878562893370146, 0.09878562893370146, 0.0, 
32, 0.0947486345349201, 0.0947486345349201, 0.0, 
33, 0.09004947352941892, 0.09004947352941892, 0.0, 
34, 0.08486369165837204, 0.08486369165837204, 0.0, 
35, 0.08312964783585694, 0.08312964783585694, 0.0, 
36, 0.08261668615662539, 0.08261668615662539, 0.0, 
37, 0.0815045742443866, 0.0815045742443866, 0.0, 
38, 0.0738989115665201, 0.0738989115665201, 0.0, 
39, 0.07354826115919878, 0.07354826115919878, 0.0, 
40, 0.07161409990118534, 0.07161409990118534, 0.0, 
41, 0.060637646193382105, 0.060637646193382105, 0.0, 
42, 0.05781919440925009, 0.05781919440925009, 0.0, 
43, 0.05539026577730414, 0.05539026577730414, 0.0, 
44, 0.0527761434642812, 0.0527761434642812, 0.0, 
45, 0.05019534271895193, 0.05019534271895193, 0.0, 
46, 0.04484583851240789, 0.04484583851240789, 0.0, 
47, 0.02222553826542973, 0.02222553826542973, 0.0, 
