20	30	1.8806248	81
51	61	1.890904	82
16	37	1.8992529	83
32	42	1.9794767	84
74	76	1.9849315	85
56	57	1.989664	86
58	59	2.0358696	87
38	49	2.047555	88
19	27	2.0602508	89
26	29	2.077841	90
34	39	2.1020002	91
11	25	2.115466	92
69	80	2.130564	93
50	60	2.1496778	94
14	22	2.1590705	95
10	17	2.1641946	96
12	24	2.1888754	97
66	75	2.2312264	98
47	55	2.246845	99
13	23	2.263246	100
21	28	2.279604	101
65	91	2.3654542	102
63	84	2.4244566	103
18	31	2.4297361	104
5	6	2.4485562	105
48	96	2.4532433	106
43	46	2.4592955	107
3	7	2.4721987	108
36	62	2.5089903	109
64	99	2.5572858	110
82	88	2.559729	111
33	53	2.5939026	112
68	79	2.6551337	113
73	77	2.6567342	114
4	8	2.6641278	115
71	78	2.6901243	116
40	90	2.7616062	117
15	101	2.8406029	118
44	109	3.062154	119
45	83	3.146139	120
81	89	3.2297382	121
92	94	3.254374	122
72	98	3.255043	123
95	106	3.310899	124
52	97	3.3663645	125
86	114	3.583123	126
111	112	3.6144433	127
9	115	3.6510391	128
103	107	3.653937	129
100	117	3.7035453	130
118	130	3.8720658	131
70	110	4.2662244	132
122	125	4.4139395	133
35	131	4.463665	134
104	121	4.4938307	135
85	87	4.722884	136
67	127	4.8419266	137
124	133	4.8628473	138
1	128	4.9183307	139
116	136	4.96735	140
93	102	5.117265	141
134	135	5.1177707	142
113	132	5.1941614	143
123	137	5.2437735	144
126	141	5.4924293	145
120	142	5.536239	146
129	143	5.551515	147
41	119	5.708285	148
54	138	5.7812233	149
108	139	5.822578	150
140	148	6.2413673	151
146	149	6.8580775	152
2	150	6.9960403	153
105	153	7.315926	154
145	151	8.214798	155
144	147	8.922567	156
155	156	9.895429	157
152	157	11.858903	158
154	158	18.594126	159
